Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Capacitance,Tolerance,Voltage - Rated,Temperature Coefficient,Mounting Type,Operating Temperature,Applications,Ratings,Package / Case,Size / Dimension,Height - Seated (Max),Thickness (Max),Lead Spacing,Features,Lead Style,Stock Capacitance,Stock,Query,Package,Device
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8250-ND,FK11X5R1A226M,TDK Corporation,CAP CER 22UF 10V 20% RADIAL,1768,0,0.79,0,1,Bulk,FK,22åuF,å±20%,10V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,22åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8454-ND,FK20X7R1A226M,TDK Corporation,CAP CER 22UF 10V 20% RADIAL,731,0,0.63,0,1,Bulk,FK,22åuF,å±20%,10V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,22åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8445-ND,FK20X5R1A226M,TDK Corporation,CAP CER 22UF 10V 20% RADIAL,978,0,0.81,0,1,Bulk,FK,22åuF,å±20%,10V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,22åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK74-SERIES.jpg,445-5290-ND,FK22X5R0J686M,TDK Corporation,CAP CER 68UF 6.3V 20% RADIAL,306,0,1.69,0,1,Bulk,FK,68åuF,å±20%,6.3V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.295"" L x 0.157"" W (7.50mm x 4.00mm)","0.315"" (8.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,68åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-5308-ND,FK18X5R1A684K,TDK Corporation,CAP CER 0.68UF 10V 10% RADIAL,291,0,0.32,0,1,Bulk,FK,0.68åuF,å±10%,10V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,0.68åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-5261-ND,FK28X5R1A684K,TDK Corporation,CAP CER 0.68UF 10V 10% RADIAL,277,0,0.32,0,1,Bulk,FK,0.68åuF,å±10%,10V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,0.68åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK55-SERIES.jpg,445-4265-ND,FK24X7R2A682K,TDK Corporation,CAP CER 6800PF 100V 10% RADIAL,443,0,0.33,0,1,Bulk,FK,6800pF,å±10%,100V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.177"" W (5.50mm x 4.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,6800pF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-8624-ND,FK28X7R1H154K,TDK Corporation,CAP CER 0.15UF 50V 10% RADIAL,365,0,0.33,0,1,Bulk,FK,0.15åuF,å±10%,50V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,0.15åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-8626-ND,FK28X7R2A153K,TDK Corporation,CAP CER 0.015UF 100V 10% RADIAL,1000,0,0.34,0,1,Bulk,FK,0.015åuF,å±10%,100V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,0.015åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-4381-ND,FK18C0G2A151J,TDK Corporation,CAP CER 150PF 100V 5% RADIAL,655,0,0.34,0,1,Bulk,FK,150pF,å±5%,100V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,150pF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-5345-ND,FK16X5R0J226M,TDK Corporation,CAP CER 22UF 6.3V 20% RADIAL,0,0,0.18889,0,2000,Bulk,FK,22åuF,å±20%,6.3V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,22åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK55-SERIES.jpg,445-2869-ND,FK24Y5V0J226Z,TDK Corporation,CAP CER 22UF 6.3V RADIAL,0,0,Call,0,1,Bulk,FK,22åuF,"-20%, +80%",6.3V,Y5V (F),Through Hole,-30å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.177"" W (5.50mm x 4.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,22åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-4319-ND,FK28C0G2A181J,TDK Corporation,CAP CER 180PF 100V 5% RADIAL,750,0,0.35,0,1,Bulk,FK,180pF,å±5%,100V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,180pF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK55-SERIES.jpg,445-4793-ND,FK14C0G1H682J,TDK Corporation,CAP CER 6800PF 50V 5% RADIAL,619,0,0.4,0,1,Bulk,FK,6800pF,å±5%,50V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.177"" W (5.50mm x 4.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,6800pF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK55-SERIES.jpg,445-5314-ND,FK14X7R1E684K,TDK Corporation,CAP CER 0.68UF 25V 10% RADIAL,569,0,0.4,0,1,Bulk,FK,0.68åuF,å±10%,25V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.177"" W (5.50mm x 4.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,0.68åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK55-SERIES.jpg,445-5266-ND,FK24X7R1C684K,TDK Corporation,CAP CER 0.68UF 16V 10% RADIAL,532,0,0.4,0,1,Bulk,FK,0.68åuF,å±10%,16V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.177"" W (5.50mm x 4.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,0.68åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-8433-ND,FK18X7S2A473K,TDK Corporation,CAP CER 0.047UF 100V 10% RADIAL,500,0,0.4,0,1,Bulk,FK,0.047åuF,å±10%,100V,X7S,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,0.047åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK55-SERIES.jpg,445-4745-ND,FK24C0G1H392J,TDK Corporation,CAP CER 3900PF 50V 5% RADIAL,283,0,0.4,0,1,Bulk,FK,3900pF,å±5%,50V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.177"" W (5.50mm x 4.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,3900pF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-2882-ND,FK26Y5V1A226Z,TDK Corporation,CAP CER 22UF 10V RADIAL,0,0,Call,0,1,Bulk,FK,22åuF,"-20%, +80%",10V,Y5V (F),Through Hole,-30å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,22åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK55-SERIES.jpg,445-4337-ND,FK24C0G2A182J,TDK Corporation,CAP CER 1800PF 100V 5% RADIAL,957,0,0.41,0,1,Bulk,FK,1800pF,å±5%,100V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.177"" W (5.50mm x 4.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,1800pF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK14xxx.jpg,445-8312-ND,FK14X7R1H684K,TDK Corporation,CAP CER 0.68UF 50V 10% RADIAL,863,0,0.41,0,1,Bulk,FK,0.68åuF,å±10%,50V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.177"" L x 0.098"" W (4.50mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,0.68åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK55-SERIES.jpg,445-5317-ND,FK14X7R1C684K,TDK Corporation,CAP CER 0.68UF 16V 10% RADIAL,838,0,0.41,0,1,Bulk,FK,0.68åuF,å±10%,16V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.177"" W (5.50mm x 4.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,0.68åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK55-SERIES.jpg,445-5264-ND,FK24X7R1E684K,TDK Corporation,CAP CER 0.68UF 25V 10% RADIAL,696,0,0.41,0,1,Bulk,FK,0.68åuF,å±10%,25V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.177"" W (5.50mm x 4.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,0.68åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-2893-ND,FK20Y5V1C226Z,TDK Corporation,CAP CER 22UF 16V RADIAL,0,0,Call,0,2000,Bulk,FK,22åuF,"-20%, +80%",16V,Y5V (F),Through Hole,-30å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,22åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK55-SERIES.jpg,445-5316-ND,FK14X7R1E155K,TDK Corporation,CAP CER 1.5UF 25V 10% RADIAL,456,0,0.41,0,1,Bulk,FK,1.5åuF,å±10%,25V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.177"" W (5.50mm x 4.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,1.5åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK55-SERIES.jpg,445-4307-ND,FK14X7R2A473K,TDK Corporation,CAP CER 0.047UF 100V 10% RADIAL,360,0,0.41,0,1,Bulk,FK,0.047åuF,å±10%,100V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.177"" W (5.50mm x 4.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,0.047åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK74-SERIES.jpg,445-2904-ND,FK22Y5V1E226Z,TDK Corporation,CAP CER 22UF 25V RADIAL,0,0,Call,0,1,Bulk,FK,22åuF,"-20%, +80%",25V,Y5V (F),Through Hole,-30å¡C ~ 85å¡C,General Purpose,-,Radial,"0.295"" L x 0.157"" W (7.50mm x 4.00mm)","0.315"" (8.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,22åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-4277-ND,FK26X7R2E683K,TDK Corporation,CAP CER 0.068UF 250V 10% RADIAL,332,0,0.45,0,1,Bulk,FK,0.068åuF,å±10%,250V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,0.068åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-5272-ND,FK26X7R1E155K,TDK Corporation,CAP CER 1.5UF 25V 10% RADIAL,850,0,0.46,0,1,Bulk,FK,1.5åuF,å±10%,25V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,1.5åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8459-ND,FK20X7R1H335K,TDK Corporation,CAP CER 3.3UF 50V 10% RADIAL,2096,0,0.79,0,1,Bulk,FK,3.3åuF,å±10%,50V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,3.3åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-5357-ND,FK11X5R1H335K,TDK Corporation,CAP CER 3.3UF 50V 10% RADIAL,1470,0,0.63,0,1,Bulk,FK,3.3åuF,å±10%,50V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,Stock,3.3åuFStock,CAPRB250W53L700T400H700_HS,TH-FK11_CERAMIC
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-5332-ND,FK16X7R1E155K,TDK Corporation,CAP CER 1.5UF 25V 10% RADIAL,737,0,0.46,0,1,Bulk,FK,1.5åuF,å±10%,25V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,1.5åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK55-SERIES.jpg,445-4817-ND,FK14Y5V0J226Z,TDK Corporation,CAP CER 22UF 6.3V RADIAL,0,0,Call,0,1,Bulk,FK,22åuF,"-20%, +80%",6.3V,Y5V (F),Through Hole,-30å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.177"" W (5.50mm x 4.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,22åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-4354-ND,FK26C0G2E822J,TDK Corporation,CAP CER 8200PF 250V 5% RADIAL,261,0,0.46,0,1,Bulk,FK,8200pF,å±5%,250V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,8200pF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8264-ND,FK11X7R1H335K,TDK Corporation,CAP CER 3.3UF 50V 10% RADIAL,2690,0,0.79,0,1,Bulk,FK,3.3åuF,å±10%,50V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,3.3åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK74-SERIES.jpg,445-5286-ND,FK22X7R1H335K,TDK Corporation,CAP CER 3.3UF 50V 10% RADIAL,2174,0,1.48,0,1,Bulk,FK,3.3åuF,å±10%,50V,X7R,Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.295"" L x 0.157"" W (7.50mm x 4.00mm)","0.315"" (8.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,3.3åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-5284-ND,FK20X5R1H335K,TDK Corporation,CAP CER 3.3UF 50V 10% RADIAL,824,0,0.63,0,1,Bulk,FK,3.3åuF,å±10%,50V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,3.3åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-8595-ND,FK28X5R0J335K,TDK Corporation,CAP CER 3.3UF 6.3V 10% RADIAL,1737,0,0.34,0,1,Bulk,FK,3.3åuF,å±10%,6.3V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,3.3åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-4821-ND,FK16Y5V1A226Z,TDK Corporation,CAP CER 22UF 10V RADIAL,0,0,Call,0,1,Bulk,FK,22åuF,"-20%, +80%",10V,Y5V (F),Through Hole,-30å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,22åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-4825-ND,FK11Y5V1C226Z,TDK Corporation,CAP CER 22UF 16V RADIAL,0,0,Call,0,1,Bulk,FK,22åuF,"-20%, +80%",16V,Y5V (F),Through Hole,-30å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,22åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/photos/TDK%20Photos/FK28C0G1H470J.JPG,445-8399-ND,FK18X5R0J335K,TDK Corporation,CAP CER 3.3UF 6.3V 10% RADIAL,1498,0,0.34,0,1,Bulk,FK,3.3åuF,å±10%,6.3V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.157"" L x 0.098"" W (4.00mm x 2.50mm)","0.217"" (5.50mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,#N/A,,3.3åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-8277-ND,FK11Y5V1E226Z,TDK Corporation,CAP CER 22UF 25V RADIAL,0,0,Call,0,1,Bulk,FK,22åuF,"-20%, +80%",25V,Y5V (F),Through Hole,-30å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,22åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-5285-ND,FK20X5R1A156M,TDK Corporation,CAP CER 15UF 10V 20% RADIAL,476,0,0.63,0,1,Bulk,FK,15åuF,å±20%,10V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,15åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_midvoltage_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK54-SERIES.jpg,445-4369-ND,FK20C0G2A153J,TDK Corporation,CAP CER 0.015UF 100V 5% RADIAL,417,0,0.63,0,1,Bulk,FK,0.015åuF,å±5%,100V,"C0G, NP0",Through Hole,-55å¡C ~ 125å¡C,General Purpose,-,Radial,"0.217"" L x 0.157"" W (5.50mm x 4.00mm)","0.276"" (7.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,#N/A,,0.015åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-5278-ND,FK26X5R0J156M,TDK Corporation,CAP CER 15UF 6.3V 20% RADIAL,853,0,0.64,0,1,Bulk,FK,15åuF,å±20%,6.3V,X5R,Through Hole,-55å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.197"" (5.00mm)",-,Formed Leads - Kinked,STOCK,,15åuF,,
http://product.tdk.com/capacitor/leadmlcc/en/documents/leadmlcc_commercial_general_en.pdf,http://media.digikey.com/Photos/TDK%20Photos/FK53-SERIES.jpg,445-8372-ND,FK16Y5V1C226Z,TDK Corporation,CAP CER 22UF 16V RADIAL,0,0,Call,0,1,Bulk,FK,22åuF,"-20%, +80%",16V,Y5V (F),Through Hole,-30å¡C ~ 85å¡C,General Purpose,-,Radial,"0.217"" L x 0.138"" W (5.50mm x 3.50mm)","0.236"" (6.00mm)",-,"0.098"" (2.50mm)",-,Formed Leads - Kinked,STOCK,,22åuF,,
