Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Voltage - Zener (Nom) (Vz),Tolerance,Power - Max,Impedance (Max) (Zzt),Current - Reverse Leakage @ Vr,Voltage - Forward (Vf) (Max) @ If,Operating Temperature,Mounting Type,Package / Case,Supplier Device Package,Target Voltage,Stock,Query,Package,Device
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5333BGOS-ND,1N5333BG,ON Semiconductor,DIODE ZENER 3.3V 5W AXIAL,0,0,0.53,0,1,Bulk,-,3.3V,å±5%,5W,3 Ohm,300åµA @ 1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,Stock,Stock,3.3VStock,DIOAD1660W102L890D370_HS,TH-T18
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5333BRLGOSCT-ND,1N5333BRLG,ON Semiconductor,DIODE ZENER 3.3V 5W AXIAL,0,0,0.52,0,1,Cut Tape (CT),-,3.3V,å±5%,5W,3 Ohm,300åµA @ 1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,Stock,,3.3V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5913BRLGOSCT-ND,1N5913BRLG,ON Semiconductor,DIODE ZENER 3.3V 3W AXIAL,0,0,Call,0,1,Cut Tape (CT),-,3.3V,å±5%,3W,10 Ohm,100åµA @ 1V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,Stock,,3.3V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5333BRLOSCT-ND,1N5333BRL,ON Semiconductor,DIODE ZENER 3.3V 5W AXIAL,0,0,Call,0,10,Cut Tape (CT),-,3.3V,å±5%,5W,3 Ohm,300åµA @ 1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,Stock,,3.3V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5913B-ND,1N5913B,ON Semiconductor,DIODE ZENER 3.3V 3W AXIAL,0,0,Call,0,6000,Bulk,-,3.3V,å±5%,3W,10 Ohm,100åµA @ 1V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,Stock,,3.3V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5913BG-ND,1N5913BG,ON Semiconductor,DIODE ZENER 3.3V 3W AXIAL,0,0,Call,0,6000,Bulk,-,3.3V,å±5%,3W,10 Ohm,100åµA @ 1V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,Stock,,3.3V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5333BOS-ND,1N5333B,ON Semiconductor,DIODE ZENER 3.3V 5W AXIAL,0,0,Call,0,5000,Bulk,-,3.3V,å±5%,5W,3 Ohm,300åµA @ 1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,Stock,,3.3V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5334BRLGOSCT-ND,1N5334BRLG,ON Semiconductor,DIODE ZENER 3.6V 5W AXIAL,6697,0,0.52,0,1,Cut Tape (CT),-,3.6V,å±5%,5W,2.5 Ohm,150åµA @ 1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,Stock,Stock,3.6VStock,DIOAD1660W102L890D370_HS,TH-T18
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5334BG-ND,1N5334BG,ON Semiconductor,DIODE ZENER 3.6V 5W AXIAL,0,0,Call,0,5000,Bulk,-,3.6V,å±5%,5W,2.5 Ohm,150åµA @ 1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,Stock,,3.6V,,
http://media.digikey.com/pdf/Data%20Sheets/ON%20Semiconductor%20PDFs/MZP4729A%20Series%20Rev3.pdf,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,MZP4729AG-ND,MZP4729AG,ON Semiconductor,DIODE ZENER 3.6V 3W AXIAL,0,0,Call,0,2000,Bulk,-,3.6V,å±5%,3W,10 Ohm,100åµA @ 1V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,Stock,,3.6V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5334BOS-ND,1N5334B,ON Semiconductor,DIODE ZENER 3.6V 5W AXIAL,0,0,Call,0,5000,Bulk,-,3.6V,å±5%,5W,2.5 Ohm,150åµA @ 1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,Stock,,3.6V,,
http://www.onsemi.com/pub_link/Collateral/MZP4729A-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,MZP4729ARLGOSCT-ND,MZP4729ARLG,ON Semiconductor,DIODE ZENER 3.6V 3W AXIAL,0,0,Call,0,1,Cut Tape (CT),-,3.6V,å±5%,3W,10 Ohm,100åµA @ 1V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,Stock,,3.6V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5335BRLGOSCT-ND,1N5335BRLG,ON Semiconductor,DIODE ZENER 3.9V 5W AXIAL,11424,0,0.52,0,1,Cut Tape (CT),-,3.9V,å±5%,5W,2 Ohm,50åµA @ 1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,3.9V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5335BGOS-ND,1N5335BG,ON Semiconductor,DIODE ZENER 3.9V 5W AXIAL,1335,0,0.53,0,1,Bulk,-,3.9V,å±5%,5W,2 Ohm,50åµA @ 1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,3.9V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5335BRLOSCT-ND,1N5335BRL,ON Semiconductor,DIODE ZENER 3.9V 5W AXIAL,0,0,Call,0,10,Cut Tape (CT),-,3.9V,å±5%,5W,2 Ohm,50åµA @ 1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,3.9V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5335BOS-ND,1N5335B,ON Semiconductor,DIODE ZENER 3.9V 5W AXIAL,0,0,Call,0,5000,Bulk,-,3.9V,å±5%,5W,2 Ohm,50åµA @ 1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,3.9V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5363BRLGOSCT-ND,1N5363BRLG,ON Semiconductor,DIODE ZENER 30V 5W AXIAL,9565,44000,0.52,0,1,Cut Tape (CT),-,30V,å±5%,5W,8 Ohm,500nA @ 22.8V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,30V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5363BGOS-ND,1N5363BG,ON Semiconductor,DIODE ZENER 30V 5W AXIAL,1683,17000,0.53,0,1,Bulk,-,30V,å±5%,5W,8 Ohm,500nA @ 22.8V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,30V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5363BRLOSCT-ND,1N5363BRL,ON Semiconductor,DIODE ZENER 30V 5W AXIAL,0,0,Call,0,10,Cut Tape (CT),-,30V,å±5%,5W,8 Ohm,500nA @ 22.8V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,30V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5936B-ND,1N5936B,ON Semiconductor,DIODE ZENER 30V 3W AXIAL,0,0,Call,0,6000,Bulk,-,30V,å±5%,3W,28 Ohm,1åµA @ 22.8V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,30V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5936BG-ND,1N5936BG,ON Semiconductor,DIODE ZENER 30V 3W AXIAL,0,0,Call,0,6000,Bulk,-,30V,å±5%,3W,28 Ohm,1åµA @ 22.8V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,30V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5363BOS-ND,1N5363B,ON Semiconductor,DIODE ZENER 30V 5W AXIAL,0,0,Call,0,4000,Bulk,-,30V,å±5%,5W,8 Ohm,500nA @ 22.8V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,30V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5364BRLGOSCT-ND,1N5364BRLG,ON Semiconductor,DIODE ZENER 33V 5W AXIAL,12085,0,0.52,0,1,Cut Tape (CT),-,33V,å±5%,5W,10 Ohm,500nA @ 25.1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,Stock,,33V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5937BRLGOSCT-ND,1N5937BRLG,ON Semiconductor,DIODE ZENER 33V 3W AXIAL,5993,0,0.44,0,1,Cut Tape (CT),-,33V,å±5%,3W,33 Ohm,1åµA @ 25.1V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,Stock,,33V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5364BGOS-ND,1N5364BG,ON Semiconductor,DIODE ZENER 33V 5W AXIAL,3119,1000,0.53,0,1,Bulk,-,33V,å±5%,5W,10 Ohm,500nA @ 25.1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,Stock,Stock,33VStock,DIOAD1660W102L890D370_HS,TH-T18
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5364BRLOSCT-ND,1N5364BRL,ON Semiconductor,DIODE ZENER 33V 5W AXIAL,0,0,Call,0,10,Cut Tape (CT),-,33V,å±5%,5W,10 Ohm,500nA @ 25.1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,Stock,,33V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5937B-ND,1N5937B,ON Semiconductor,DIODE ZENER 33V 3W AXIAL,0,0,Call,0,18000,Bulk,-,33V,å±5%,3W,33 Ohm,1åµA @ 25.1V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,Stock,,33V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5937BG-ND,1N5937BG,ON Semiconductor,DIODE ZENER 33V 3W AXIAL,0,0,Call,0,6000,Bulk,-,33V,å±5%,3W,33 Ohm,1åµA @ 25.1V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,Stock,,33V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5364BOS-ND,1N5364B,ON Semiconductor,DIODE ZENER 33V 5W AXIAL,0,0,Call,0,4000,Bulk,-,33V,å±5%,5W,10 Ohm,500nA @ 25.1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,Stock,,33V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5365BGOS-ND,1N5365BG,ON Semiconductor,DIODE ZENER 36V 5W AXIAL,2642,0,0.53,0,1,Bulk,-,36V,å±5%,5W,11 Ohm,500nA @ 27.4V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,36V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5938BRLGOSCT-ND,1N5938BRLG,ON Semiconductor,DIODE ZENER 36V 3W AXIAL,3664,0,0.41,0,1,Cut Tape (CT),-,36V,å±5%,3W,38 Ohm,1åµA @ 27.4V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,36V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5365BRLGOSCT-ND,1N5365BRLG,ON Semiconductor,DIODE ZENER 36V 5W AXIAL,736,0,0.52,0,1,Cut Tape (CT),-,36V,å±5%,5W,11 Ohm,500nA @ 27.4V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,36V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5365BRLOSCT-ND,1N5365BRL,ON Semiconductor,DIODE ZENER 36V 5W AXIAL,0,0,Call,0,10,Cut Tape (CT),-,36V,å±5%,5W,11 Ohm,500nA @ 27.4V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,36V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5938B-ND,1N5938B,ON Semiconductor,DIODE ZENER 36V 3W AXIAL,0,0,Call,0,6000,Bulk,-,36V,å±5%,3W,38 Ohm,1åµA @ 27.4V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,36V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5938BG-ND,1N5938BG,ON Semiconductor,DIODE ZENER 36V 3W AXIAL,0,0,Call,0,6000,Bulk,-,36V,å±5%,3W,38 Ohm,1åµA @ 27.4V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,36V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5365BOS-ND,1N5365B,ON Semiconductor,DIODE ZENER 36V 5W AXIAL,0,0,Call,0,4000,Bulk,-,36V,å±5%,5W,11 Ohm,500nA @ 27.4V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,36V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5366BGOS-ND,1N5366BG,ON Semiconductor,DIODE ZENER 39V 5W AXIAL,6860,0,0.53,0,1,Bulk,-,39V,å±5%,5W,14 Ohm,500nA @ 29.7V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,39V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5366BRLGOSCT-ND,1N5366BRLG,ON Semiconductor,DIODE ZENER 39V 5W AXIAL,3662,0,0.52,0,1,Cut Tape (CT),-,39V,å±5%,5W,14 Ohm,500nA @ 29.7V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,39V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5366BOS-ND,1N5366B,ON Semiconductor,DIODE ZENER 39V 5W AXIAL,0,0,Call,0,4000,Bulk,-,39V,å±5%,5W,14 Ohm,500nA @ 29.7V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,39V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5336BGOS-ND,1N5336BG,ON Semiconductor,DIODE ZENER 4.3V 5W AXIAL,15653,0,0.53,0,1,Bulk,-,4.3V,å±5%,5W,2 Ohm,10åµA @ 1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,Stock,Stock,4.3VStock,DIOAD1660W102L890D370_HS,TH-T18
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5336BOS-ND,1N5336B,ON Semiconductor,DIODE ZENER 4.3V 5W AXIAL,0,0,Call,0,5000,Bulk,-,4.3V,å±5%,5W,2 Ohm,10åµA @ 1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,Stock,,4.3V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5337BRLGOSCT-ND,1N5337BRLG,ON Semiconductor,DIODE ZENER 4.7V 5W AXIAL,33283,0,0.52,0,1,Cut Tape (CT),-,4.7V,å±5%,5W,2 Ohm,5åµA @ 1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,4.7V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5917BRLGOSCT-ND,1N5917BRLG,ON Semiconductor,DIODE ZENER 4.7V 3W AXIAL,2301,0,0.41,0,1,Cut Tape (CT),-,4.7V,å±5%,3W,5 Ohm,5åµA @ 1.5V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,4.7V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5337BGOS-ND,1N5337BG,ON Semiconductor,DIODE ZENER 4.7V 5W AXIAL,5839,0,0.53,0,1,Bulk,-,4.7V,å±5%,5W,2 Ohm,5åµA @ 1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,4.7V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5337BOS-ND,1N5337B,ON Semiconductor,DIODE ZENER 4.7V 5W AXIAL,0,0,Call,0,5000,Bulk,-,4.7V,å±5%,5W,2 Ohm,5åµA @ 1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,4.7V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5367BRLGOSCT-ND,1N5367BRLG,ON Semiconductor,DIODE ZENER 43V 5W AXIAL,12235,0,0.52,0,1,Cut Tape (CT),-,43V,å±5%,5W,20 Ohm,500nA @ 32.7V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,43V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5367BGOS-ND,1N5367BG,ON Semiconductor,DIODE ZENER 43V 5W AXIAL,2960,2000,0.53,0,1,Bulk,-,43V,å±5%,5W,20 Ohm,500nA @ 32.7V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,43V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5940BRLGOSCT-ND,1N5940BRLG,ON Semiconductor,DIODE ZENER 43V 3W AXIAL,16,0,0.4,0,1,Cut Tape (CT),-,43V,å±5%,3W,53 Ohm,1åµA @ 32.7V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,43V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5367BOS-ND,1N5367B,ON Semiconductor,DIODE ZENER 43V 5W AXIAL,0,0,Call,0,4000,Bulk,-,43V,å±5%,5W,20 Ohm,500nA @ 32.7V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,43V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5368BRLGOSCT-ND,1N5368BRLG,ON Semiconductor,DIODE ZENER 47V 5W AXIAL,14597,0,0.52,0,1,Cut Tape (CT),-,47V,å±5%,5W,25 Ohm,500nA @ 35.8V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,47V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5368BGOS-ND,1N5368BG,ON Semiconductor,DIODE ZENER 47V 5W AXIAL,5134,0,0.53,0,1,Bulk,-,47V,å±5%,5W,25 Ohm,500nA @ 35.8V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,47V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5941BRLGOSCT-ND,1N5941BRLG,ON Semiconductor,DIODE ZENER 47V 3W AXIAL,13114,6000,0.4,0,1,Cut Tape (CT),-,47V,å±5%,3W,67 Ohm,1åµA @ 35.8V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,47V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5941B-ND,1N5941B,ON Semiconductor,DIODE ZENER 47V 3W AXIAL,0,0,Call,0,6000,Bulk,-,47V,å±5%,3W,67 Ohm,1åµA @ 35.8V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,47V,,
http://www.onsemi.com/pub_link/Collateral/1N5913B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/DO-204AL.jpg,1N5941BG-ND,1N5941BG,ON Semiconductor,DIODE ZENER 47V 3W AXIAL,0,0,Call,0,6000,Bulk,-,47V,å±5%,3W,67 Ohm,1åµA @ 35.8V,1.5V @ 200mA,-65å¡C ~ 200å¡C,Through Hole,"DO-204AL, DO-41, Axial",Axial,#N/A,,47V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5368BOS-ND,1N5368B,ON Semiconductor,DIODE ZENER 47V 5W AXIAL,0,0,Call,0,4000,Bulk,-,47V,å±5%,5W,25 Ohm,500nA @ 35.8V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,#N/A,,47V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5338BRLGOSCT-ND,1N5338BRLG,ON Semiconductor,DIODE ZENER 5.1V 5W AXIAL,17200,0,0.54,0,1,Cut Tape (CT),-,5.1V,å±5%,5W,1.5 Ohm,1åµA @ 1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,Stock,,5.1V,,
http://www.onsemi.com/pub_link/Collateral/1N5333B-D.PDF,http://media.digikey.com/Renders/On%20Semi%20Renders/SurmeticP6KE_6.8A.jpg,1N5338BGOS-ND,1N5338BG,ON Semiconductor,DIODE ZENER 5.1V 5W AXIAL,2825,0,0.53,0,1,Bulk,-,5.1V,å±5%,5W,1.5 Ohm,1åµA @ 1V,1.2V @ 1A,-65å¡C ~ 200å¡C,Through Hole,"T-18, Axial",Axial,Stock,Stock,5.1VStock,DIOAD1660W102L890D370_HS,TH-T18
