"•ÈÀ""Datasheets""",Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Capacitance,Tolerance,Voltage - Rated,ESR (Equivalent Series Resistance),Type,Operating Temperature,Mounting Type,Package / Case,Size / Dimension,Height - Seated (Max),Lead Spacing,Manufacturer Size Code,Features,Stock,Query,Package,Column4,Column5
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-1690-1-ND,TAJB475K025RNJ,AVX Corporation,CAP TANT 4.7UF 25V 10% 1210,30262,0,0.78,0,1,Cut Tape (CT),TAJ,4.7åµF,å±10%,25V,1.5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,4.7åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-1691-1-ND,TAJB475K035RNJ,AVX Corporation,CAP TANT 4.7UF 35V 10% 1210,40174,0,0.81,0,1,Cut Tape (CT),TAJ,4.7åµF,å±10%,35V,3.1 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,4.7åµF,,,
http://www.avx.com/docs/Catalogs/tajlp.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAJ,TLJ%20SERIES%202.05L,1.3W.jpg",478-3280-1-ND,TAJR475K010RNJ,AVX Corporation,CAP TANT 4.7UF 10V 10% 0805,19617,0,1.11,0,1,Cut Tape (CT),TAJ,4.7åuF,å±10%,10V,9 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.081"" L x 0.051"" W (2.05mm x 1.30mm)","0.047"" (1.20mm)",-,R,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3934-1-ND,TAJD475M035RNJ,AVX Corporation,CAP TANT 4.7UF 35V 20% 2917,15482,0,1.09,0,1,Cut Tape (CT),TAJ,4.7åuF,å±20%,35V,1.5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/tac.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAC,TLC%20SERIES%201.6L,0.85W.jpg",478-2557-1-ND,TACL475M010XTA,AVX Corporation,CAP TANT 4.7UF 10V 20% 0603,11584,0,2.07,0,1,Cut Tape (CT),TACmicrochipå¨ TAC,4.7åµF,å±20%,10V,6 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0603 (1608 Metric),"0.063"" L x 0.033"" W (1.60mm x 0.85mm)","0.039"" (1.00mm)",-,L,General Purpose,,4.7åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-4775-1-ND,TAJC475K050RNJ,AVX Corporation,CAP TANT 4.7UF 50V 10% 2312,16261,0,2.25,0,1,Cut Tape (CT),TAJ,4.7åuF,å±10%,50V,1.4 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3935-1-ND,TAJD475M050RNJ,AVX Corporation,CAP TANT 4.7UF 50V 20% 2917,3354,0,2.26,0,1,Cut Tape (CT),TAJ,4.7åµF,å±20%,50V,1.4 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,4.7åµF,,,
http://www.avx.com/docs/Catalogs/tac.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAC,TLC%20SERIES%202.0-2.5L,1.35W.jpg",478-3266-1-ND,TACR475M020XTA,AVX Corporation,CAP TANT 4.7UF 20V 20% 0805,6084,0,3.49,0,1,Cut Tape (CT),TACmicrochipå¨ TAC,4.7åuF,å±20%,20V,5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.079"" L x 0.053"" W (2.00mm x 1.35mm)","0.059"" (1.50mm)",-,R,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-3887-1-ND,TAJB475K020RNJ,AVX Corporation,CAP TANT 4.7UF 20V 10% 1210,34519,0,0.49,0,1,Cut Tape (CT),TAJ,4.7åµF,å±10%,20V,3 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,4.7åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-3867-1-ND,TAJA475K006RNJ,AVX Corporation,CAP TANT 4.7UF 6.3V 10% 1206,6174,0,0.53,0,1,Cut Tape (CT),TAJ,4.7åuF,å±10%,6.3V,6 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-3869-1-ND,TAJA475M010RNJ,AVX Corporation,CAP TANT 4.7UF 10V 20% 1206,14045,0,0.54,0,1,Cut Tape (CT),TAJ,4.7åuF,å±20%,10V,5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-3043-1-ND,TAJB475M020RNJ,AVX Corporation,CAP TANT 4.7UF 20V 20% 1210,19894,0,0.7,0,1,Cut Tape (CT),TAJ,4.7åuF,å±20%,20V,3 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-3886-1-ND,TAJB475K010RNJ,AVX Corporation,CAP TANT 4.7UF 10V 10% 1210,4850,0,0.7,0,1,Cut Tape (CT),TAJ,4.7åuF,å±10%,10V,4 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-5803-1-ND,TAJB475M025RNJ,AVX Corporation,CAP TANT 4.7UF 25V 20% 1210,10672,0,0.71,0,1,Cut Tape (CT),TAJ,4.7åµF,å±20%,25V,1.5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,4.7åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-3888-1-ND,TAJB475M016RNJ,AVX Corporation,CAP TANT 4.7UF 16V 20% 1210,30862,0,0.74,0,1,Cut Tape (CT),TAJ,4.7åuF,å±20%,16V,3.5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-1689-1-ND,TAJB475K016RNJ,AVX Corporation,CAP TANT 4.7UF 16V 10% 1210,14843,0,0.74,0,1,Cut Tape (CT),TAJ,4.7åuF,å±10%,16V,3.5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-3889-1-ND,TAJB475M035RNJ,AVX Corporation,CAP TANT 4.7UF 35V 20% 1210,7135,0,0.81,0,1,Cut Tape (CT),TAJ,4.7åµF,å±20%,35V,3.1 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,4.7åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3907-1-ND,TAJC475K025RNJ,AVX Corporation,CAP TANT 4.7UF 25V 10% 2312,6462,0,0.8,0,1,Cut Tape (CT),TAJ,4.7åuF,å±10%,25V,-,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/tajlp.pdf,http://media.digikey.com/Renders/AVX%20Renders/NLJ%20Series;%20P.jpg,478-7545-1-ND,TAJP475K016RNJ,AVX Corporation,CAP TANT 4.7UF 16V 10% 0805,4295,0,1.15,0,1,Cut Tape (CT),TAJ,4.7åµF,å±10%,16V,5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.081"" L x 0.051"" W (2.05mm x 1.30mm)","0.059"" (1.50mm)",-,P,General Purpose,,4.7åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-1717-1-ND,TAJC475K035RNJ,AVX Corporation,CAP TANT 4.7UF 35V 10% 2312,30193,0,1.04,0,1,Cut Tape (CT),TAJ,4.7åuF,å±10%,35V,2.2 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-1737-1-ND,TAJD475K035RNJ,AVX Corporation,CAP TANT 4.7UF 35V 10% 2917,3717,0,1.09,0,1,Cut Tape (CT),TAJ,4.7åuF,å±10%,35V,1.5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/tajlp.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAJ,TLJ%20SERIES%202.05L,1.3W.jpg",478-3272-1-ND,TAJR475K006RNJ,AVX Corporation,CAP TANT 4.7UF 6.3V 10% 0805,7480,0,1.11,0,1,Cut Tape (CT),TAJ,4.7åuF,å±10%,6.3V,7 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.081"" L x 0.051"" W (2.05mm x 1.30mm)","0.047"" (1.20mm)",-,R,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/tac.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAC,TLC%20SERIES%202.0-2.5L,1.35W.jpg",478-4190-1-ND,TACR475K010XTA,AVX Corporation,CAP TANT 4.7UF 10V 10% 0805,2499,0,3.49,0,1,Cut Tape (CT),TACmicrochipå¨ TAC,4.7åuF,å±10%,10V,6 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.079"" L x 0.053"" W (2.00mm x 1.35mm)","0.059"" (1.50mm)",-,R,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-3031-1-ND,TAJA475M006RNJ,AVX Corporation,CAP TANT 4.7UF 6.3V 20% 1206,9448,0,0.53,0,1,Cut Tape (CT),TAJ,4.7åuF,å±20%,6.3V,6 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-3042-1-ND,TAJB475M010RNJ,AVX Corporation,CAP TANT 4.7UF 10V 20% 1210,6644,0,0.7,0,1,Cut Tape (CT),TAJ,4.7åuF,å±20%,10V,4 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3908-1-ND,TAJC475M025RNJ,AVX Corporation,CAP TANT 4.7UF 25V 20% 2312,3197,0,0.8,0,1,Cut Tape (CT),TAJ,4.7åuF,å±20%,25V,2.4 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-3909-1-ND,TAJC475M035RNJ,AVX Corporation,CAP TANT 4.7UF 35V 20% 2312,6006,0,1.04,0,1,Cut Tape (CT),TAJ,4.7åuF,å±20%,35V,2.2 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/tajlp.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAJ,TLJ%20SERIES%202.05L,1.3W.jpg",478-3057-1-ND,TAJR475M010RNJ,AVX Corporation,CAP TANT 4.7UF 10V 20% 0805,4118,0,0.49,0,1,Cut Tape (CT),TAJ,4.7åµF,å±20%,10V,9 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.081"" L x 0.051"" W (2.05mm x 1.30mm)","0.047"" (1.20mm)",-,R,General Purpose,,4.7åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-5799-1-ND,TAJA475M020RNJ,AVX Corporation,CAP TANT 4.7UF 20V 20% 1206,1996,0,0.66,0,1,Cut Tape (CT),TAJ,4.7åuF,å±20%,20V,4 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/tac.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAC,TLC%20SERIES%201.6L,0.85W.jpg",478-7523-1-ND,TACL475K010RTA,AVX Corporation,CAP TANT 4.7UF 10V 10% 0603,1915,0,2.27,0,1,Cut Tape (CT),TACmicrochipå¨ TAC,4.7åµF,å±10%,10V,6 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0603 (1608 Metric),"0.063"" L x 0.033"" W (1.60mm x 0.85mm)","0.039"" (1.00mm)",-,L,General Purpose,,4.7åµF,,,
http://www.avx.com/docs/Catalogs/tac.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAC,TLC%20SERIES%202.0-2.5L,1.35W.jpg",478-5227-1-ND,TACR475K010RTA,AVX Corporation,CAP TANT 4.7UF 10V 10% 0805,3077,0,3.49,0,1,Cut Tape (CT),TACmicrochipå¨ TAC,4.7åuF,å±10%,10V,6 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.079"" L x 0.053"" W (2.00mm x 1.35mm)","0.059"" (1.50mm)",-,R,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-5808-1-ND,TAJC475K020RNJ,AVX Corporation,CAP TANT 4.7UF 20V 10% 2312,1075,0,0.91,0,1,Cut Tape (CT),TAJ,4.7åuF,å±10%,20V,1.4 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-7528-1-ND,TAJA475M010SNJ,AVX Corporation,CAP TANT 4.7UF 10V 20% 1206,7640,0,0.54,0,1,Cut Tape (CT),TAJ,4.7åuF,å±20%,10V,5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.9H,3.5L,2.8W.jpg",478-8777-1-ND,TAJB475M035HNJ,AVX Corporation,CAP TANT 1210,4000,0,2.15,0,1,Cut Tape (CT),TAJ,4.7åµF,å±20%,35V,3.1 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1210 (3528 Metric),"0.138"" L x 0.110"" W (3.50mm x 2.80mm)","0.083"" (2.10mm)",-,B,General Purpose,,4.7åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-1738-1-ND,TAJD475K050RNJ,AVX Corporation,CAP TANT 4.7UF 50V 10% 2917,899,0,1.24,0,1,Cut Tape (CT),TAJ,4.7åµF,å±10%,50V,1.4 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,4.7åµF,,,
http://www.avx.com/docs/Catalogs/tac.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAC,TLC%20SERIES%201.6L,0.85W.jpg",478-7522-1-ND,TACL475K006XTA,AVX Corporation,CAP TANT 4.7UF 6.3V 10% 0603,1865,0,2.27,0,1,Cut Tape (CT),TACmicrochipå¨ TAC,4.7åµF,å±10%,6.3V,7.5 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0603 (1608 Metric),"0.063"" L x 0.033"" W (1.60mm x 0.85mm)","0.039"" (1.00mm)",-,L,General Purpose,,4.7åµF,,,
http://www.avx.com/docs/Catalogs/tac.pdf,"http://media.digikey.com/photos/AVX%20Photos/TAC,TLC%20SERIES%202.0-2.5L,1.35W.jpg",478-2564-1-ND,TACR475M010XTA,AVX Corporation,CAP TANT 4.7UF 10V 20% 0805,441,0,2.26,0,1,Cut Tape (CT),TACmicrochipå¨ TAC,4.7åµF,å±20%,10V,6 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,0805 (2012 Metric),"0.079"" L x 0.053"" W (2.00mm x 1.35mm)","0.059"" (1.50mm)",-,R,General Purpose,,4.7åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-7989-1-ND,TAJC475M020RNJ,AVX Corporation,CAP TANT 4.7UF 20V 20% 2312,1195,0,0.66,0,1,Cut Tape (CT),TAJ,4.7åuF,å±20%,20V,-,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCap%20NOJ%20SERIES%201.6H,3.2L,1.6W.jpg",478-8885-1-ND,TAJA475M025RNJ,AVX Corporation,CAP TANT 4.7UF 25V 20% 1206,2375,0,0.74,0,1,Cut Tape (CT),TAJ,4.7åuF,å±20%,25V,3.1 Ohm,Molded,-55å¡C ~ 125å¡C,Surface Mount,1206 (3216 Metric),"0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)",-,A,General Purpose,,4.7åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-8912-1-ND,TAJD227K006RNJ,AVX Corporation,CAP TANT 220UF 6.3V 10% 2917,561,0,1.6,0,1,Cut Tape (CT),TAJ,220åuF,å±10%,6.3V,900 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,STOCK,220åuFSTOCK,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-1741-1-ND,TAJD477K006RNJ,AVX Corporation,CAP TANT 470UF 6.3V 10% 2917,76680,0,3.08,0,1,Cut Tape (CT),TAJ,470åuF,å±10%,6.3V,400 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,470åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3940-1-ND,TAJD477M006RNJ,AVX Corporation,CAP TANT 470UF 6.3V 20% 2917,3178,0,2.87,0,1,Cut Tape (CT),TAJ,470åµF,å±20%,6.3V,400 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,470åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-8922-1-ND,TAJE477K006RNJ,AVX Corporation,CAP TANT 470UF 6.3V 10% 2917,765,0,5.41,0,1,Cut Tape (CT),TAJ,470åuF,å±10%,6.3V,400 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,E,General Purpose,,470åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3959-1-ND,TAJE477M010RNJ,AVX Corporation,CAP TANT 470UF 10V 20% 2917,2884,0,5.04,0,1,Cut Tape (CT),TAJ,470åµF,å±20%,10V,500 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,E,General Purpose,,470åµF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,http://media.digikey.com/Photos/AVX%20Photos/OxiCapNOS60%20SERIES.JPG,478-4772-1-ND,TAJC477K004RNJ,AVX Corporation,CAP TANT 470UF 4V 10% 2312,6684,0,2.36,0,1,Cut Tape (CT),TAJ,470åuF,å±10%,4V,300 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2312 (6032 Metric),"0.236"" L x 0.126"" W (6.00mm x 3.20mm)","0.110"" (2.80mm)",-,C,General Purpose,,470åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3066-1-ND,TAJD477K004RNJ,AVX Corporation,CAP TANT 470UF 4V 10% 2917,3097,0,2.75,0,1,Cut Tape (CT),TAJ,470åuF,å±10%,4V,900 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.122"" (3.10mm)",-,D,General Purpose,,470åuF,,,
http://www.avx.com/docs/Catalogs/tajlp.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-8945-1-ND,TAJY477K004RNJ,AVX Corporation,CAP TANT 470UF 4V 10% 2917,830,0,2.46,0,1,Cut Tape (CT),TAJ,470åuF,å±10%,4V,400 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.079"" (2.00mm)",-,Y,General Purpose,,470åuF,,,
http://www.avx.com/docs/Catalogs/taj.pdf,"http://media.digikey.com/photos/AVX%20Photos/OxiCapNOJ,NOS%20SERIES%202.9H,7.3L,4.3W.jpg",478-3271-1-ND,TAJE477K004RNJ,AVX Corporation,CAP TANT 470UF 4V 10% 2917,85,0,4.03,0,1,Cut Tape (CT),TAJ,470åuF,å±10%,4V,500 mOhm,Molded,-55å¡C ~ 125å¡C,Surface Mount,2917 (7343 Metric),"0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.169"" (4.30mm)",-,E,General Purpose,,470åuF,,,
