"‹¯¨""Datasheets""",Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Capacitance,Tolerance,Voltage - Rated,Temperature Coefficient,Mounting Type,Operating Temperature,Applications,Ratings,Package / Case,Size / Dimension,Height - Seated (Max),Thickness (Max),Lead Spacing,Features,Lead Style
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1298-1-ND,08055A3R3CAT2A,AVX Corporation,CAP CER 3.3PF 50V NP0 0805,20952,0,0.25,0,1,Cut Tape (CT),-,3.3pF,¶ñ0.25pF,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1369-1-ND,08055C681KAT2A,AVX Corporation,CAP CER 680PF 50V 10% X7R 0805,22507,0,0.25,0,1,Cut Tape (CT),-,680pF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1300-1-ND,08055A4R7CAT2A,AVX Corporation,CAP CER 4.7PF 50V NP0 0805,16322,0,0.25,0,1,Cut Tape (CT),-,4.7pF,¶ñ0.25pF,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-6214-1-ND,08051A510JAT2A,AVX Corporation,CAP CER 51PF 100V 5% NP0 0805,19864,0,0.25,0,1,Cut Tape (CT),-,51pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1367-1-ND,08055C471KAT2A,AVX Corporation,CAP CER 470PF 50V 10% X7R 0805,18436,0,0.25,0,1,Cut Tape (CT),-,470pF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1302-1-ND,08055A6R8CAT2A,AVX Corporation,CAP CER 6.8PF 50V NP0 0805,10410,0,0.25,0,1,Cut Tape (CT),-,6.8pF,¶ñ0.25pF,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1303-1-ND,08055A8R2CAT2A,AVX Corporation,CAP CER 8.2PF 50V NP0 0805,9251,0,0.25,0,1,Cut Tape (CT),-,8.2pF,¶ñ0.25pF,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3738-1-ND,08051A300JAT2A,AVX Corporation,CAP CER 30PF 100V 5% NP0 0805,11121,0,0.25,0,1,Cut Tape (CT),-,30pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-6215-1-ND,08051A620JAT2A,AVX Corporation,CAP CER 62PF 100V 5% NP0 0805,10144,0,0.25,0,1,Cut Tape (CT),-,62pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1295-1-ND,08055A1R8CAT2A,AVX Corporation,CAP CER 1.8PF 50V NP0 0805,15769,0,0.25,0,1,Cut Tape (CT),-,1.8pF,¶ñ0.25pF,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1296-1-ND,08055A2R2CAT2A,AVX Corporation,CAP CER 2.2PF 50V NP0 0805,12431,0,0.25,0,1,Cut Tape (CT),-,2.2pF,¶ñ0.25pF,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/Renders/AVX%20Renders/0805%282012%29.jpg,478-1402-1-ND,0805YC334KAT2A,AVX Corporation,CAP CER 0.33UF 16V 10% X7R 0805,107483,0,0.24,0,1,Cut Tape (CT),-,0.33uF,¶ñ10%,16V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.055"" (1.40mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-5027-1-ND,08051A8R2CAT2A,AVX Corporation,CAP CER 8.2PF 100V NP0 0805,33906,0,0.27,0,1,Cut Tape (CT),-,8.2pF,¶ñ0.25pF,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-6039-1-ND,08051A5R0CAT2A,AVX Corporation,CAP CER 5PF 100V NP0 0805,35856,0,0.27,0,1,Cut Tape (CT),-,5.0pF,¶ñ0.25pF,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/Renders/AVX%20Renders/0805%282012%29.jpg,478-1399-1-ND,08053C224KAT2A,AVX Corporation,CAP CER 0.22UF 25V 10% X7R 0805,23510,0,0.24,0,1,Cut Tape (CT),-,0.22uF,¶ñ10%,25V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.055"" (1.40mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1398-1-ND,08053C184KAT2A,AVX Corporation,CAP CER 0.18UF 25V 10% X7R 0805,12581,0,0.24,0,1,Cut Tape (CT),-,0.18uF,¶ñ10%,25V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1396-1-ND,08055C124KAT2A,AVX Corporation,CAP CER 0.12UF 50V 10% X7R 0805,9990,0,0.24,0,1,Cut Tape (CT),-,0.12uF,¶ñ10%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.050"" (1.27mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-5021-1-ND,08051A3R3CAT2A,AVX Corporation,CAP CER 3.3PF 100V NP0 0805,8661,0,0.27,0,1,Cut Tape (CT),-,3.3pF,¶ñ0.25pF,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-6218-1-ND,08053A102KAT2A,AVX Corporation,CAP CER 1000PF 25V 10% NP0 0805,39412,0,0.24,0,1,Cut Tape (CT),-,1000pF,¶ñ10%,25V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-7962-1-ND,0805ZC104KAT2A,AVX Corporation,CAP CER 0.1UF 10V 10% X7R 0805,29319,0,0.29,0,1,Cut Tape (CT),-,0.1uF,¶ñ10%,10V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1360-1-ND,08051C223KAT2A,AVX Corporation,CAP CER 0.022UF 100V X7R 0805,19222,0,0.29,0,1,Cut Tape (CT),-,0.022uF,¶ñ10%,100V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3744-1-ND,08051A821JAT2A,AVX Corporation,CAP CER 820PF 100V 5% NP0 0805,10279,0,0.29,0,1,Cut Tape (CT),-,820pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-7961-1-ND,0805YC104KAT2A,AVX Corporation,CAP CER 0.1UF 16V 10% X7R 0805,10195,0,0.29,0,1,Cut Tape (CT),-,0.1uF,¶ñ10%,16V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-6046-1-ND,08055A511JAT2A,AVX Corporation,CAP CER 510PF 50V 5% NP0 0805,21633,0,0.25,0,1,Cut Tape (CT),-,510pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3770-1-ND,08055C472JAT2A,AVX Corporation,CAP CER 4700PF 50V 5% X7R 0805,22047,0,0.25,0,1,Cut Tape (CT),-,4700pF,¶ñ5%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1329-1-ND,08055A152JAT2A,AVX Corporation,CAP CER 1500PF 50V 5% NP0 0805,12893,0,0.26,0,1,Cut Tape (CT),-,1500pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1286-1-ND,08051A221JAT2A,AVX Corporation,CAP CER 220PF 100V 5% NP0 0805,11274,0,0.26,0,1,Cut Tape (CT),-,220pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/Renders/AVX%20Renders/0805%282012%29.jpg,478-1330-1-ND,08055A222JAT2A,AVX Corporation,CAP CER 2200PF 50V 5% NP0 0805,43503,0,0.26,0,1,Cut Tape (CT),-,2200pF,¶ñ5%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.055"" (1.40mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3751-1-ND,08052C102MAT2A,AVX Corporation,CAP CER 1000PF 200V 20% X7R 0805,34076,0,0.28,0,1,Cut Tape (CT),-,1000pF,¶ñ20%,200V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3761-1-ND,08055A102KAT2A,AVX Corporation,CAP CER 1000PF 50V 10% NP0 0805,27414,0,0.28,0,1,Cut Tape (CT),-,1000pF,¶ñ10%,50V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3771-1-ND,08055C473JAT2A,AVX Corporation,CAP CER 0.047UF 50V 5% X7R 0805,26182,0,0.29,0,1,Cut Tape (CT),-,0.047uF,¶ñ5%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3747-1-ND,08051C223JAT2A,AVX Corporation,CAP CER 0.022UF 100V 5% X7R 0805,18367,0,0.29,0,1,Cut Tape (CT),-,0.022uF,¶ñ5%,100V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-3769-1-ND,08055C333JAT2A,AVX Corporation,CAP CER 0.033UF 50V 5% X7R 0805,17461,0,0.29,0,1,Cut Tape (CT),-,0.033uF,¶ñ5%,50V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx5r.pdf,http://media.digikey.com/Renders/AVX%20Renders/0805%282012%29.jpg,478-1413-1-ND,0805ZD225KAT2A,AVX Corporation,CAP CER 2.2UF 10V 10% X5R 0805,51085,0,0.26,0,1,Cut Tape (CT),-,2.2uF,¶ñ10%,10V,X5R,"Surface Mount, MLCC",-55¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.055"" (1.40mm)",-,-,-
http://www.avx.com/docs/Catalogs/cy5v.pdf,http://media.digikey.com/Renders/AVX%20Renders/0805%282012%29.jpg,478-1426-1-ND,08053G105ZAT2A,AVX Corporation,CAP CER 1UF 25V Y5V 0805,44034,0,0.29,0,1,Cut Tape (CT),-,1.0uF,"-20%, +80%",25V,Y5V (F),"Surface Mount, MLCC",-30¶øC ~ 85¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.055"" (1.40mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1290-1-ND,08051A102JAT2A,AVX Corporation,CAP CER 1000PF 100V 5% NP0 0805,31534,0,0.29,0,1,Cut Tape (CT),-,1000pF,¶ñ5%,100V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/Renders/AVX%20Renders/0805%282012%29.jpg,478-6222-1-ND,0805YC474MAT2A,AVX Corporation,CAP CER 0.47UF 16V 20% X7R 0805,20261,0,0.28,0,1,Cut Tape (CT),-,0.47uF,¶ñ20%,16V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.055"" (1.40mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-5160-1-ND,08053A332JAT2A,AVX Corporation,CAP CER 3300PF 25V 5% NP0 0805,12152,0,0.29,0,1,Cut Tape (CT),-,3300pF,¶ñ5%,25V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-7946-1-ND,08053C104JAT2A,AVX Corporation,CAP CER 0.1UF 25V 5% X7R 0805,77683,0,0.32,0,1,Cut Tape (CT),-,0.1uF,¶ñ5%,25V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.00mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1337-1-ND,08052C471KAT2A,AVX Corporation,CAP CER 470PF 200V 10% X7R 0805,19213,0,0.34,0,1,Cut Tape (CT),-,470pF,¶ñ10%,200V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1342-1-ND,08052C332KAT2A,AVX Corporation,CAP CER 3300PF 200V 10% X7R 0805,16515,0,0.34,0,1,Cut Tape (CT),-,3300pF,¶ñ10%,200V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-5159-1-ND,08052C561KAT2A,AVX Corporation,CAP CER 560PF 200V 10% X7R 0805,18301,0,0.34,0,1,Cut Tape (CT),-,560pF,¶ñ10%,200V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/Renders/AVX%20Renders/0805%282012%29.jpg,478-1362-1-ND,08051C473KAT2A,AVX Corporation,CAP CER 0.047UF 100V X7R 0805,13269,0,0.32,0,1,Cut Tape (CT),-,0.047uF,¶ñ10%,100V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.055"" (1.40mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/Renders/AVX%20Renders/0805%282012%29.jpg,478-1361-1-ND,08051C333KAT2A,AVX Corporation,CAP CER 0.033UF 100V X7R 0805,12451,0,0.32,0,1,Cut Tape (CT),-,0.033uF,¶ñ10%,100V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.055"" (1.40mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1273-1-ND,08052A151JAT2A,AVX Corporation,CAP CER 150PF 200V 5% NP0 0805,27989,0,0.35,0,1,Cut Tape (CT),-,150pF,¶ñ5%,200V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1275-1-ND,08052A331JAT2A,AVX Corporation,CAP CER 330PF 200V 5% NP0 0805,25974,0,0.35,0,1,Cut Tape (CT),-,330pF,¶ñ5%,200V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.050"" (1.27mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1274-1-ND,08052A221JAT2A,AVX Corporation,CAP CER 220PF 200V 5% NP0 0805,15515,0,0.35,0,1,Cut Tape (CT),-,220pF,¶ñ5%,200V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1276-1-ND,08052A471JAT2A,AVX Corporation,CAP CER 470PF 200V 5% NP0 0805,14869,0,0.35,0,1,Cut Tape (CT),-,470pF,¶ñ5%,200V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.050"" (1.27mm)",-,-,-
http://www.avx.com/docs/Catalogs/ccog.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1334-1-ND,0805YA103JAT2A,AVX Corporation,CAP CER 10000PF 16V 5% NP0 0805,27574,0,0.36,0,1,Cut Tape (CT),-,10000pF,¶ñ5%,16V,"C0G, NP0","Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1345-1-ND,08052C103KAT2A,AVX Corporation,CAP CER 10000PF 200V X7R 0805,14972,0,0.37,0,1,Cut Tape (CT),-,10000pF,¶ñ10%,200V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
http://www.avx.com/docs/Catalogs/cx7r.pdf,http://media.digikey.com/photos/AVX%20Photos/CERAMIC%20NULL%20SERIES%200805.jpg,478-1401-1-ND,0805YC274KAT2A,AVX Corporation,CAP CER 0.27UF 16V 10% X7R 0805,13825,0,0.32,0,1,Cut Tape (CT),-,0.27uF,¶ñ10%,16V,X7R,"Surface Mount, MLCC",-55¶øC ~ 125¶øC,General Purpose,-,0805 (2012 Metric),"0.079"" L x 0.049"" W (2.01mm x 1.25mm)",-,"0.037"" (0.94mm)",-,-,-
