"•ÈÀ""Datasheets""",Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,Packaging,Series,Resistance (Ohms),Tolerance,Power (Watts),Composition,Features,Temperature Coefficient,Operating Temperature,Package / Case,Supplier Device Package,Size / Dimension,Height,Number of Terminations,In Adafruit Kit,Common part,Stock Part,5% Rohs Part,1% Rohs Part,Stock Resistance,Stock,Query,Package,Column3,Column4,Column5,Column6
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,280KXBK-ND,MFR-25FBF52-280K,Yageo,RES 280K OHM 1/4W 1% AXIAL,2587,0,0.1,0,1,Bulk,MFR,280k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,280kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,665XBK-ND,MFR-25FBF52-665R,Yageo,RES 665 OHM 1/4W 1% AXIAL,2569,0,0.1,0,1,Bulk,MFR,665,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,665å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,453KXBK-ND,MFR-25FBF52-453K,Yageo,RES 453K OHM 1/4W 1% AXIAL,2555,0,0.1,0,1,Bulk,MFR,453k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,453kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,13.3KXBK-ND,MFR-25FBF52-13K3,Yageo,RES 13.3K OHM 1/4W 1% AXIAL,2518,0,0.1,0,1,Bulk,MFR,13.3k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,13.3kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,41.2XBK-ND,MFR-25FBF52-41R2,Yageo,RES 41.2 OHM 1/4W 1% AXIAL,2488,0,0.1,0,1,Bulk,MFR,41.2,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,41.2å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,205XBK-ND,MFR-25FBF52-205R,Yageo,RES 205 OHM 1/4W 1% AXIAL,2454,0,0.1,0,1,Bulk,MFR,205,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,205å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,511KXBK-ND,MFR-25FBF52-511K,Yageo,RES 511K OHM 1/4W 1% AXIAL,2440,0,0.1,0,1,Bulk,MFR,511k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,511kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,18.2XBK-ND,MFR-25FBF52-18R2,Yageo,RES 18.2 OHM 1/4W 1% AXIAL,2431,0,0.1,0,1,Bulk,MFR,18.2,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,18.2å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,348KXBK-ND,MFR-25FBF52-348K,Yageo,RES 348K OHM 1/4W 1% AXIAL,2398,0,0.1,0,1,Bulk,MFR,348k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,348kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,95.3KXBK-ND,MFR-25FBF52-95K3,Yageo,RES 95.3K OHM 1/4W 1% AXIAL,2373,0,0.1,0,1,Bulk,MFR,95.3k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,95.3kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,931XBK-ND,MFR-25FBF52-931R,Yageo,RES 931 OHM 1/4W 1% AXIAL,2332,0,0.1,0,1,Bulk,MFR,931,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,931å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,237XBK-ND,MFR-25FBF52-237R,Yageo,RES 237 OHM 1/4W 1% AXIAL,2317,0,0.1,0,1,Bulk,MFR,237,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,237å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,97.6XBK-ND,MFR-25FBF52-97R6,Yageo,RES 97.6 OHM 1/4W 1% AXIAL,2262,0,0.1,0,1,Bulk,MFR,97.6,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,97.6å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,732KXBK-ND,MFR-25FBF52-732K,Yageo,RES 732K OHM 1/4W 1% AXIAL,2256,0,0.1,0,1,Bulk,MFR,732k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,732kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,255KXBK-ND,MFR-25FBF52-255K,Yageo,RES 255K OHM 1/4W 1% AXIAL,2053,0,0.1,0,1,Bulk,MFR,255k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,255kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,93.1XBK-ND,MFR-25FBF52-93R1,Yageo,RES 93.1 OHM 1/4W 1% AXIAL,2242,0,0.1,0,1,Bulk,MFR,93.1,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,93.1å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,115KXBK-ND,MFR-25FBF52-115K,Yageo,RES 115K OHM 1/4W 1% AXIAL,2229,0,0.1,0,1,Bulk,MFR,115k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,115kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,21.0XBK-ND,MFR-25FBF52-21R,Yageo,RES 21 OHM 1/4W 1% AXIAL,2215,0,0.1,0,1,Bulk,MFR,21,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,21å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,887XBK-ND,MFR-25FBF52-887R,Yageo,RES 887 OHM 1/4W 1% AXIAL,2214,0,0.1,0,1,Bulk,MFR,887,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,887å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,10.7KXBK-ND,MFR-25FBF52-10K7,Yageo,RES 10.7K OHM 1/4W 1% AXIAL,2206,0,0.1,0,1,Bulk,MFR,10.7k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,10.7kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,464XBK-ND,MFR-25FBF52-464R,Yageo,RES 464 OHM 1/4W 1% AXIAL,2170,0,0.1,0,1,Bulk,MFR,464,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,464å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,432KXBK-ND,MFR-25FBF52-432K,Yageo,RES 432K OHM 1/4W 1% AXIAL,2159,0,0.1,0,1,Bulk,MFR,432k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,432kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,178KXBK-ND,MFR-25FBF52-178K,Yageo,RES 178K OHM 1/4W 1% AXIAL,2077,0,0.1,0,1,Bulk,MFR,178k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,178kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,3.57KXBK-ND,MFR-25FBF52-3K57,Yageo,RES 3.57K OHM 1/4W 1% AXIAL,2043,0,0.1,0,1,Bulk,MFR,3.57k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,3.57kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,12.4XBK-ND,MFR-25FBF52-12R4,Yageo,RES 12.4 OHM 1/4W 1% AXIAL,2050,0,0.1,0,1,Bulk,MFR,12.4,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,12.4å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,17.4XBK-ND,MFR-25FBF52-17R4,Yageo,RES 17.4 OHM 1/4W 1% AXIAL,2033,0,0.1,0,1,Bulk,MFR,17.4,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,17.4å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,590KXBK-ND,MFR-25FBF52-590K,Yageo,RES 590K OHM 1/4W 1% AXIAL,2030,0,0.1,0,1,Bulk,MFR,590k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,590kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,56.2KXBK-ND,MFR-25FBF52-56K2,Yageo,RES 56.2K OHM 1/4W 1% AXIAL,2003,0,0.1,0,1,Bulk,MFR,56.2k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,56.2kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,41.2KXBK-ND,MFR-25FBF52-41K2,Yageo,RES 41.2K OHM 1/4W 1% AXIAL,1992,0,0.1,0,1,Bulk,MFR,41.2k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,41.2kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,549KXBK-ND,MFR-25FBF52-549K,Yageo,RES 549K OHM 1/4W 1% AXIAL,1934,0,0.1,0,1,Bulk,MFR,549k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,549kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,787XBK-ND,MFR-25FBF52-787R,Yageo,RES 787 OHM 1/4W 1% AXIAL,1924,0,0.1,0,1,Bulk,MFR,787,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,787å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,63.4KXBK-ND,MFR-25FBF52-63K4,Yageo,RES 63.4K OHM 1/4W 1% AXIAL,1900,0,0.1,0,1,Bulk,MFR,63.4k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,63.4kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,255XBK-ND,MFR-25FBF52-255R,Yageo,RES 255 OHM 1/4W 1% AXIAL,1852,0,0.1,0,1,Bulk,MFR,255,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,255å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,324KXBK-ND,MFR-25FBF52-324K,Yageo,RES 324K OHM 1/4W 1% AXIAL,1821,0,0.1,0,1,Bulk,MFR,324k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,324kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,17.8XBK-ND,MFR-25FBF52-17R8,Yageo,RES 17.8 OHM 1/4W 1% AXIAL,1814,0,0.1,0,1,Bulk,MFR,17.8,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,17.8å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,6.04KXBK-ND,MFR-25FBF52-6K04,Yageo,RES 6.04K OHM 1/4W 1% AXIAL,1813,0,0.1,0,1,Bulk,MFR,6.04k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,6.04kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,53.6KXBK-ND,MFR-25FBF52-53K6,Yageo,RES 53.6K OHM 1/4W 1% AXIAL,1584,0,0.1,0,1,Bulk,MFR,53.6k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,53.6kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,40.2XBK-ND,MFR-25FBF52-40R2,Yageo,RES 40.2 OHM 1/4W 1% AXIAL,1754,0,0.1,0,1,Bulk,MFR,40.2,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,40.2å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,130XBK-ND,MFR-25FBF52-130R,Yageo,RES 130 OHM 1/4W 1% AXIAL,1749,0,0.1,0,1,Bulk,MFR,130,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,130å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,698KXBK-ND,MFR-25FBF52-698K,Yageo,RES 698K OHM 1/4W 1% AXIAL,1727,0,0.1,0,1,Bulk,MFR,698k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,698kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,10.2KXBK-ND,MFR-25FBF52-10K2,Yageo,RES 10.2K OHM 1/4W 1% AXIAL,1041,0,0.1,0,1,Bulk,MFR,10.2k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,10.2kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,32.4XBK-ND,MFR-25FBF52-32R4,Yageo,RES 32.4 OHM 1/4W 1% AXIAL,1494,0,0.1,0,1,Bulk,MFR,32.4,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,32.4å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,69.8XBK-ND,MFR-25FBF52-69R8,Yageo,RES 69.8 OHM 1/4W 1% AXIAL,1468,0,0.1,0,1,Bulk,MFR,69.8,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,69.8å±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,1.87KXBK-ND,MFR-25FBF52-1K87,Yageo,RES 1.87K OHM 1/4W 1% AXIAL,1264,0,0.1,0,1,Bulk,MFR,1.87k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,1.87kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,127KXBK-ND,MFR-25FBF52-127K,Yageo,RES 127K OHM 1/4W 1% AXIAL,1249,0,0.1,0,1,Bulk,MFR,127k,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,127kå±1%,,,,,
http://www.yageo.com/NewPortal/yageodocoutput?fileName=/pdf/throughhole/Yageo_LR_MFR_2013.pdf,http://media.digikey.com/Renders/Yageo%20Renders/MFR-25FRF-5K11.jpg,64.9XBK-ND,MFR-25FBF52-64R9,Yageo,RES 64.9 OHM 1/4W 1% AXIAL,1230,0,0.1,0,1,Bulk,MFR,64.9,å±1%,"0.25W, 1/4W",Metal Film,-,å±100ppm/å¡C,-55å¡C ~ 155å¡C,Axial,Axial,"0.094"" Dia x 0.248"" L (2.40mm x 6.30mm)",-,2,,,,,,#N/A,,64.9å±1%,,,,,
